cds,record_type,school_name,district_name,county_name,enrollment_9_12,number_of_test_takers,avg_reading_score,avg_math_score,avg_writing_score,number_scores_gte_1500,percent_scores_gte_1500
39686503935756,S,Ripon High,Ripon Unified,San Joaquin,878,122,501,492,477,47,38.52
39686760000000,D,,Stockton Unified,San Joaquin,10050,1062,442,450,439,274,25.80
39686760108159,S,Cesar Chavez High,Stockton Unified,San Joaquin,2139,221,422,422,423,35,15.84
39686760115402,S,Edward C. Merlo Institute of Environment,Stockton Unified,San Joaquin,218,11,389,366,401,1,9.09
39686760118497,S,Aspire Langston Hughes Academy,Stockton Unified,San Joaquin,271,83,409,417,409,12,14.46
39686760119743,S,Stockton Unified Early College Academy,Stockton Unified,San Joaquin,329,126,521,537,512,77,61.11
39686760119784,S,Stockton High,Stockton Unified,San Joaquin,210,0,NA,NA,NA,NA,NA
39686760120733,S,Stockton Collegiate International Second,Stockton Unified,San Joaquin,203,40,528,489,512,23,57.50
39686760123802,S,Health Careers Academy,Stockton Unified,San Joaquin,395,31,435,431,433,6,19.35
39686760124248,S,Pacific Law Academy,Stockton Unified,San Joaquin,210,15,437,469,462,4,26.67
39686763930427,S,Weber Institute,Stockton Unified,San Joaquin,412,35,418,430,408,7,20.00
39686763932100,S,Edison High,Stockton Unified,San Joaquin,1964,179,424,448,431,38,21.23
39686763932654,S,Franklin High,Stockton Unified,San Joaquin,1896,246,433,444,427,51,20.73
39686763937406,S,Stagg Senior High,Stockton Unified,San Joaquin,1472,121,446,444,439,30,24.79
39754990000000,D,,Tracy Joint Unified,San Joaquin,7070,939,499,512,494,439,46.75
39754990102392,S,Millennium Charter,Tracy Joint Unified,San Joaquin,484,86,490,489,489,34,39.53
39754990119040,S,John C. Kimball High,Tracy Joint Unified,San Joaquin,2177,308,500,517,500,149,48.38
39754990120519,S,California Pacific Charter School North,Tracy Joint Unified,San Joaquin,119,0,NA,NA,NA,NA,NA
39754993930302,S,Merrill F. West High,Tracy Joint Unified,San Joaquin,2032,279,492,502,482,119,42.65
39754993938008,S,Tracy High,Tracy Joint Unified,San Joaquin,2047,266,507,523,502,137,51.50
40000000000000,C,,,San Luis Obispo,11152,1506,541,542,525,975,64.74
40104050000000,D,,San Luis Obispo County Office,San Luis Obispo,534,1,*,*,*,*,*
40104050101725,S,Grizzly ChalleNGe Charter,San Luis Obispo County Office,San Luis Obispo,231,1,*,*,*,*,*
40687000000000,D,,Atascadero Unified,San Luis Obispo,1460,198,544,541,521,140,70.71
40687004030102,S,West Mall Alternative,Atascadero Unified,San Luis Obispo,34,1,*,*,*,*,*
40687004030151,S,Del Rio Continuation High,Atascadero Unified,San Luis Obispo,96,1,*,*,*,*,*
40687004030755,S,Atascadero High,Atascadero Unified,San Luis Obispo,1329,196,544,541,522,139,70.92
40687590000000,D,,Lucia Mar Unified,San Luis Obispo,3548,460,528,540,519,268,58.26
40687590125328,S,Central Coast New Tech High,Lucia Mar Unified,San Luis Obispo,201,0,NA,NA,NA,NA,NA
40687594030268,S,Nipomo High,Lucia Mar Unified,San Luis Obispo,1048,128,502,505,488,55,42.97
40687594030557,S,Arroyo Grande High,Lucia Mar Unified,San Luis Obispo,2154,332,539,553,531,213,64.16
40688090000000,D,,San Luis Coastal Unified,San Luis Obispo,2289,410,570,569,548,305,74.39
40688094034807,S,Morro Bay High,San Luis Coastal Unified,San Luis Obispo,825,100,561,563,520,73,73.00
40688094036703,S,San Luis Obispo High,San Luis Coastal Unified,San Luis Obispo,1409,310,574,571,557,232,74.84
40688330000000,D,,Shandon Joint Unified,San Luis Obispo,59,1,*,*,*,*,*
40688334037008,S,Shandon High,Shandon Joint Unified,San Luis Obispo,55,1,*,*,*,*,*
40688410000000,D,,Templeton Unified,San Luis Obispo,844,149,540,540,529,98,65.77
40688414030185,S,Templeton Independent Study High,Templeton Unified,San Luis Obispo,101,3,*,*,*,*,*
40688414037701,S,Templeton High,Templeton Unified,San Luis Obispo,726,146,541,542,531,98,67.12
40754570000000,D,,Paso Robles Joint Unified,San Luis Obispo,2171,250,519,511,502,144,57.60
40754570119354,S,Independence High,Paso Robles Joint Unified,San Luis Obispo,118,0,NA,NA,NA,NA,NA
40754574030235,S,Paso Robles Independent Study Center,Paso Robles Joint Unified,San Luis Obispo,0,4,*,*,*,*,*
40754574035754,S,Paso Robles High,Paso Robles Joint Unified,San Luis Obispo,1968,246,519,513,502,142,57.72
40754650000000,D,,Coast Unified,San Luis Obispo,247,37,520,504,503,20,54.05
40754654032009,S,Coast Union High,Coast Unified,San Luis Obispo,238,37,520,504,503,20,54.05
41000000000000,C,,,San Mateo,27490,5096,532,558,532,3274,64.25
41104130000000,D,,San Mateo County Office of Edu,San Mateo,211,0,NA,NA,NA,NA,NA
41688900000000,D,,Cabrillo Unified,San Mateo,1036,201,526,524,520,126,62.69
41688904132817,S,Half Moon Bay High,Cabrillo Unified,San Mateo,995,201,526,524,520,126,62.69
41689160000000,D,,Jefferson Elementary,San Mateo,346,7,*,*,*,*,*
41689160112284,S,California Virtual Academy @ San Mateo,Jefferson Elementary,San Mateo,346,7,*,*,*,*,*
41689240000000,D,,Jefferson Union High,San Mateo,4761,722,503,536,500,390,54.02
41689240127548,S,Summit Public School: Shasta,Jefferson Union High,San Mateo,105,0,NA,NA,NA,NA,NA
41689244133393,S,Jefferson High,Jefferson Union High,San Mateo,1115,166,455,477,452,48,28.92
41689244135075,S,Oceana High,Jefferson Union High,San Mateo,630,135,516,554,516,81,60.00
41689244137535,S,Terra Nova High,Jefferson Union High,San Mateo,1078,181,538,553,524,126,69.61
41689244137790,S,Westmoor High,Jefferson Union High,San Mateo,1650,240,502,553,507,135,56.25
41689400000000,D,,La Honda-Pescadero Unified,San Mateo,98,15,475,496,458,7,46.67
41689404135331,S,Pescadero High,La Honda-Pescadero Unified,San Mateo,98,15,475,496,458,7,46.67
41690470000000,D,,San Mateo Union High,San Mateo,8161,1797,546,576,548,1280,71.23
41690470128165,S,Peninsula High,San Mateo Union High,San Mateo,224,0,NA,NA,NA,NA,NA
41690474130217,S,Aragon High,San Mateo Union High,San Mateo,1441,351,563,586,567,267,76.07
41690474130472,S,Burlingame High,San Mateo Union High,San Mateo,1306,274,560,579,561,211,77.01
41690474130738,S,Capuchino High,San Mateo Union High,San Mateo,1105,219,513,528,507,126,57.53
41690474133070,S,Hillsdale High,San Mateo Union High,San Mateo,1348,293,528,554,526,189,64.51
41690474134557,S,Mills High,San Mateo Union High,San Mateo,1232,354,551,605,552,274,77.40
41690474136370,S,San Mateo High,San Mateo Union High,San Mateo,1468,306,552,582,561,213,69.61
41690620000000,D,,Sequoia Union High,San Mateo,9391,1828,540,564,543,1211,66.25
41690620112722,S,Summit Preparatory Charter High,Sequoia Union High,San Mateo,401,57,524,528,525,34,59.65
41690620118232,S,Aspire East Palo Alto Phoenix Academy,Sequoia Union High,San Mateo,202,8,*,*,*,*,*
41690620126722,S,East Palo Alto Academy,Sequoia Union High,San Mateo,283,46,395,407,400,4,8.70
41690620127019,S,Sequoia Union High Independent Study,Sequoia Union High,San Mateo,39,0,NA,NA,NA,NA,NA
41690624130993,S,Carlmont High,Sequoia Union High,San Mateo,2194,554,565,603,561,438,79.06
41690624133716,S,Menlo-Atherton High,Sequoia Union High,San Mateo,2073,458,586,601,585,356,77.73
41690624135687,S,Redwood High,Sequoia Union High,San Mateo,309,3,*,*,*,*,*
41690624136693,S,Sequoia High,Sequoia Union High,San Mateo,2030,389,506,535,523,219,56.30
41690624138053,S,Woodside High,Sequoia Union High,San Mateo,1780,313,494,507,503,156,49.84
41690700000000,D,,South San Francisco Unified,San Mateo,3075,468,490,521,479,219,46.79
41690704130324,S,Baden High (Continuation),South San Francisco Unified,San Mateo,101,1,*,*,*,*,*
41690704132551,S,El Camino High,South San Francisco Unified,San Mateo,1486,279,490,522,473,126,45.16
41690704137279,S,South San Francisco High,South San Francisco Unified,San Mateo,1471,188,491,521,487,93,49.47
41765880000000,D,,SBE - Everest Public High,San Mateo,409,58,553,553,544,40,68.97
41765880119503,S,Everest Public High,SBE - Everest Public High,San Mateo,409,58,553,553,544,40,68.97
42000000000000,C,,,Santa Barbara,20374,2548,506,519,498,1329,52.16
42104210000000,D,,Santa Barbara County Office of,Santa Barbara,258,0,NA,NA,NA,NA,NA
42691120000000,D,,Blochman Union Elementary,Santa Barbara,203,1,*,*,*,*,*
42691120111773,S,Family Partnership Home Study Charter,Blochman Union Elementary,Santa Barbara,162,1,*,*,*,*,*
42691120124255,S,Trivium Charter,Blochman Union Elementary,Santa Barbara,30,0,NA,NA,NA,NA,NA
42691120127704,S,Visions Academy Charter,Blochman Union Elementary,Santa Barbara,11,0,NA,NA,NA,NA,NA
42691460000000,D,,Carpinteria Unified,Santa Barbara,717,110,478,500,481,51,46.36
42691464230181,S,Foothill Alternative High,Carpinteria Unified,Santa Barbara,15,0,NA,NA,NA,NA,NA
42691464230587,S,Carpinteria Senior High,Carpinteria Unified,Santa Barbara,664,110,478,500,481,51,46.36
42692290000000,D,,Lompoc Unified,Santa Barbara,2978,244,506,502,489,126,51.64
42692294230454,S,Cabrillo High,Lompoc Unified,Santa Barbara,1441,163,523,512,502,96,58.90
42692294233060,S,Lompoc High,Lompoc Unified,Santa Barbara,1372,81,471,484,464,30,37.04
42692450000000,D,,Los Olivos Elementary,Santa Barbara,245,4,*,*,*,*,*
42692454230199,S,Olive Grove,Los Olivos Elementary,Santa Barbara,244,4,*,*,*,*,*
42692600000000,D,,Orcutt Union Elementary,Santa Barbara,588,128,519,514,496,77,60.16
42692600116434,S,Orcutt Academy Charter,Orcutt Union Elementary,Santa Barbara,588,128,519,514,496,77,60.16
42693100000000,D,,Santa Maria Joint Union High,Santa Barbara,7720,735,458,478,453,232,31.56
42693100102285,S,Pioneer Valley High,Santa Maria Joint Union High,Santa Barbara,2688,232,458,477,454,70,30.17
42693104234613,S,Ernest Righetti High,Santa Maria Joint Union High,Santa Barbara,2099,255,490,495,482,108,42.35
42693104236030,S,Santa Maria High,Santa Maria Joint Union High,Santa Barbara,2342,248,427,462,422,54,21.77
42693280000000,D,,Santa Ynez Valley Union High,Santa Barbara,1028,210,525,527,516,126,60.00
42693284236345,S,Santa Ynez Valley Union High,Santa Ynez Valley Union High,Santa Barbara,1008,210,525,527,516,126,60.00
42750100000000,D,,Cuyama Joint Unified,Santa Barbara,79,3,*,*,*,*,*
42750104231205,S,Cuyama Valley High,Cuyama Joint Unified,Santa Barbara,79,3,*,*,*,*,*
42767860000000,D,,Santa Barbara Unified,Santa Barbara,6558,1113,533,549,528,710,63.79
42767860120402,S,Alta Vista Alternative High,Santa Barbara Unified,Santa Barbara,155,12,584,588,579,10,83.33
42767864231726,S,Dos Pueblos Senior High,Santa Barbara Unified,Santa Barbara,2140,471,544,565,533,305,64.76
42767864235230,S,San Marcos Senior High,Santa Barbara Unified,Santa Barbara,1942,305,521,534,522,192,62.95
42767864235727,S,Santa Barbara Senior High,Santa Barbara Unified,Santa Barbara,2177,337,530,542,527,213,63.20
43000000000000,C,,,Santa Clara,81181,14881,545,578,550,10062,67.62
43104390000000,D,,Santa Clara County Office of E,Santa Clara,2107,200,499,497,499,96,48.00
43104390102905,S,Leadership Public Schools - San Jose,Santa Clara County Office of E,Santa Clara,309,61,390,388,393,8,13.11
43104390113431,S,University Preparatory Academy Charter,Santa Clara County Office of E,Santa Clara,381,94,550,555,546,61,64.89
43104390120261,S,Magnolia Science Academy Santa Clara,Santa Clara County Office of E,Santa Clara,85,2,*,*,*,*,*
43104390121780,S,Silicon Valley Flex Academy,Santa Clara County Office of E,Santa Clara,113,10,*,*,*,*,*
43104390123257,S,Downtown College Prep - Alum Rock,Santa Clara County Office of E,Santa Clara,72,0,NA,NA,NA,NA,NA
43104390123794,S,Summit Public School: Tahoma,Santa Clara County Office of E,Santa Clara,277,51,492,480,494,20,39.22
43694010000000,D,,Campbell Union High,Santa Clara,7353,1266,530,548,528,810,63.98
43694014330239,S,Leigh High,Campbell Union High,Santa Clara,1644,335,545,575,535,237,70.75
43694014330866,S,Branham High,Campbell Union High,Santa Clara,1396,280,538,544,540,186,66.43
43694014331955,S,Del Mar High,Campbell Union High,Santa Clara,1073,125,473,483,468,49,39.20
43694014336137,S,Prospect High,Campbell Union High,Santa Clara,1288,241,526,542,526,147,61.00
43694014338505,S,Westmont High,Campbell Union High,Santa Clara,1573,285,536,556,538,191,67.02
43694270000000,D,,East Side Union High,Santa Clara,26069,3976,500,538,503,2120,53.32
43694270107151,S,Escuela Popular/Center for Training and,East Side Union High,Santa Clara,976,0,NA,NA,NA,NA,NA
43694270116889,S,KIPP San Jose Collegiate,East Side Union High,Santa Clara,452,38,465,507,474,14,36.84
43694270123745,S,Summit Public School: Rainier,East Side Union High,Santa Clara,269,37,488,516,490,18,48.65
43694270125427,S,Calero High,East Side Union High,Santa Clara,103,0,NA,NA,NA,NA,NA
43694270125617,S,ACE Charter High,East Side Union High,Santa Clara,157,0,NA,NA,NA,NA,NA
43694274330015,S,Yerba Buena High,East Side Union High,Santa Clara,1692,251,440,483,443,72,28.69
43694274330023,S,Santa Teresa High,East Side Union High,Santa Clara,2271,411,517,543,514,245,59.61
43694274330031,S,Independence High,East Side Union High,Santa Clara,3054,541,493,528,495,272,50.28
43694274330668,S,Latino College Preparatory Academy,East Side Union High,Santa Clara,382,66,368,380,391,0,0
43694274330676,S,San Jose Conservation Corps Charter,East Side Union High,Santa Clara,391,0,NA,NA,NA,NA,NA
43694274330692,S,Evergreen Valley High,East Side Union High,Santa Clara,2734,707,544,592,552,502,71.00
43694274330726,S,Escuela Popular Accelerated Family Learn,East Side Union High,Santa Clara,81,0,NA,NA,NA,NA,NA
43694274332318,S,Foothill High,East Side Union High,Santa Clara,326,2,*,*,*,*,*
43694274332995,S,Andrew P. Hill High,East Side Union High,Santa Clara,2140,264,484,523,484,124,46.97
43694274333639,S,James Lick High,East Side Union High,Santa Clara,1193,145,445,477,456,46,31.72
43694274334900,S,Mount Pleasant High,East Side Union High,Santa Clara,1512,185,461,509,458,66,35.68
43694274335204,S,Oak Grove High,East Side Union High,Santa Clara,1921,275,486,509,478,126,45.82
43694274335428,S,William C. Overfelt High,East Side Union High,Santa Clara,1447,148,443,472,445,36,24.32
43694274335907,S,Piedmont Hills High,East Side Union High,Santa Clara,2206,516,527,572,538,339,65.70
43694274337903,S,Silver Creek High,East Side Union High,Santa Clara,2357,427,523,562,517,277,64.87
43694680000000,D,,Fremont Union High,Santa Clara,10654,2703,596,653,617,2333,86.31
43694684331799,S,Cupertino High,Fremont Union High,Santa Clara,2058,518,588,651,610,447,86.29
43694684332474,S,Fremont High,Fremont Union High,Santa Clara,1997,320,515,561,528,190,59.38
43694684333316,S,Homestead High,Fremont Union High,Santa Clara,2381,575,578,629,595,476,82.78
43694684334421,S,Lynbrook High,Fremont Union High,Santa Clara,1851,575,626,689,651,539,93.74
43694684334462,S,Monta Vista High,Fremont Union High,Santa Clara,2343,715,628,686,653,681,95.24
43694840000000,D,,Gilroy Unified,Santa Clara,3709,554,496,494,491,260,46.93
43694840114496,S,Dr. T. J. Owens Gilroy Early College Aca,Gilroy Unified,Santa Clara,236,78,568,568,558,60,76.92
43694840118380,S,Christopher High,Gilroy Unified,Santa Clara,1774,297,488,484,483,127,42.76
43694844332839,S,Gilroy High,Gilroy Unified,Santa Clara,1433,179,477,477,473,73,40.78
43695340000000,D,,Los Gatos-Saratoga Joint Union,Santa Clara,3240,952,599,630,608,827,86.87
43695344334371,S,Los Gatos High,Los Gatos-Saratoga Joint Union,Santa Clara,1825,516,578,603,580,430,83.33
43695344337762,S,Saratoga High,Los Gatos-Saratoga Joint Union,Santa Clara,1410,436,624,663,640,397,91.06
43695830000000,D,,Morgan Hill Unified,Santa Clara,2676,493,512,515,506,270,54.77
43695830102368,S,Ann Sobrato High,Morgan Hill Unified,Santa Clara,1423,271,525,533,520,170,62.73
43695834333951,S,Live Oak High,Morgan Hill Unified,Santa Clara,1117,222,496,494,489,100,45.05
43696090000000,D,,Mountain View-Los Altos Union,Santa Clara,3732,884,590,621,597,737,83.37
43696094334116,S,Los Altos High,Mountain View-Los Altos Union,Santa Clara,1781,403,598,631,611,348,86.35
43696094334728,S,Mountain View High,Mountain View-Los Altos Union,Santa Clara,1821,480,584,613,586,388,80.83
43696094334736,S,Alta Vista High,Mountain View-Los Altos Union,Santa Clara,123,1,*,*,*,*,*
43696410000000,D,,Palo Alto Unified,Santa Clara,3883,995,629,668,634,915,91.96
43696414332904,S,Henry M. Gunn High,Palo Alto Unified,Santa Clara,1895,471,630,676,638,434,92.14
43696414335782,S,Palo Alto High,Palo Alto Unified,Santa Clara,1941,524,628,661,631,481,91.79
43696416048375,S,Packard Children's Hospital/Stanford,Palo Alto Unified,Santa Clara,18,0,NA,NA,NA,NA,NA
43696660000000,D,,San Jose Unified,Santa Clara,10434,1664,525,543,527,988,59.38
43696664330080,S,Gunderson High,San Jose Unified,Santa Clara,1165,157,490,483,473,57,36.31
43696664330502,S,Liberty High (Alternative),San Jose Unified,Santa Clara,313,2,*,*,*,*,*
43696664330585,S,Downtown College Preparatory,San Jose Unified,Santa Clara,430,3,*,*,*,*,*
43696664330593,S,Middle College High,San Jose Unified,Santa Clara,31,0,NA,NA,NA,NA,NA
43696664332110,S,Broadway High,San Jose Unified,Santa Clara,258,2,*,*,*,*,*
43696664333522,S,Leland High,San Jose Unified,Santa Clara,1754,473,589,632,600,411,86.89
43696664333795,S,Abraham Lincoln High,San Jose Unified,Santa Clara,1826,261,492,497,495,118,45.21
43696664335949,S,Pioneer High,San Jose Unified,Santa Clara,1563,364,523,540,525,215,59.07
43696664337200,S,San José High,San Jose Unified,Santa Clara,1126,144,446,462,457,37,25.69
43696664338950,S,Willow Glen High,San Jose Unified,Santa Clara,1659,258,512,516,504,146,56.59
43696740000000,D,,Santa Clara Unified,Santa Clara,4156,672,511,531,509,369,54.91
43696744330122,S,Santa Clara High,Santa Clara Unified,Santa Clara,1830,308,508,525,499,155,50.32
43696744330247,S,Wilson Alternative,Santa Clara Unified,Santa Clara,248,0,NA,NA,NA,NA,NA
43696744338406,S,New Valley Continuation High,Santa Clara Unified,Santa Clara,150,2,*,*,*,*,*
43696744338802,S,Adrian Wilcox High,Santa Clara Unified,Santa Clara,1916,362,513,536,517,212,58.56
43733870000000,D,,Milpitas Unified,Santa Clara,3165,661,526,568,523,425,64.30
43733870128587,S,Connexions Academy,Milpitas Unified,Santa Clara,17,0,NA,NA,NA,NA,NA
43733874334470,S,Milpitas High,Milpitas Unified,Santa Clara,3018,661,526,568,523,425,64.30
44000000000000,C,,,Santa Cruz,12069,1605,522,523,516,931,58.01
44104470000000,D,,Santa Cruz County Office of Ed,Santa Cruz,1058,106,629,627,621,99,93.40
44104474430252,S,Pacific Collegiate Charter,Santa Cruz County Office of Ed,Santa Cruz,327,106,629,627,621,99,93.40
44104474430278,S,Santa Cruz County Community,Santa Cruz County Office of Ed,Santa Cruz,614,3,*,*,*,*,*
44697650000000,D,,Live Oak Elementary,Santa Cruz,157,18,538,463,518,12,66.67
44697650100305,S,Cypress Charter High,Live Oak Elementary,Santa Cruz,157,18,538,463,518,12,66.67
44697990000000,D,,Pajaro Valley Unified,Santa Cruz,5474,579,477,482,475,215,37.13
44697990105858,S,Pajaro Valley High,Pajaro Valley Unified,Santa Cruz,1486,143,438,442,448,25,17.48
44697994430229,S,Pacific Coast Charter,Pajaro Valley Unified,Santa Cruz,193,4,*,*,*,*,*
44697994430245,S,Academic/Vocational Charter Institute,Pajaro Valley Unified,Santa Cruz,78,0,NA,NA,NA,NA,NA
44697994430518,S,Aptos High,Pajaro Valley Unified,Santa Cruz,1365,209,540,531,528,133,63.64
44697994437901,S,Watsonville High,Pajaro Valley Unified,Santa Cruz,1944,223,442,460,441,55,24.66
44698070000000,D,,San Lorenzo Valley Unified,Santa Cruz,1116,178,538,521,529,113,63.48
44698070110007,S,Ocean Grove Charter,San Lorenzo Valley Unified,Santa Cruz,310,18,579,534,557,13,72.22
44698074430179,S,SLVUSD Charter,San Lorenzo Valley Unified,Santa Cruz,77,0,NA,NA,NA,NA,NA
44698074436754,S,San Lorenzo Valley High,San Lorenzo Valley Unified,Santa Cruz,729,160,534,520,526,100,62.50
44698230000000,D,,Santa Cruz City High,Santa Cruz,3490,557,535,542,529,373,66.97
44698234430096,S,Ark Independent Studies,Santa Cruz City High,Santa Cruz,83,1,*,*,*,*,*
44698234430187,S,Delta Charter,Santa Cruz City High,Santa Cruz,117,0,NA,NA,NA,NA,NA
44698234430195,S,Alternative Family Education,Santa Cruz City High,Santa Cruz,79,0,NA,NA,NA,NA,NA
44698234432340,S,Harbor High,Santa Cruz City High,Santa Cruz,1019,140,505,533,500,77,55.00
44698234437109,S,Santa Cruz High,Santa Cruz City High,Santa Cruz,1007,236,554,563,550,171,72.46
44698234437406,S,Soquel High,Santa Cruz City High,Santa Cruz,1062,180,535,520,525,124,68.89
44754320000000,D,,Scotts Valley Unified,Santa Cruz,774,167,549,550,538,119,71.26
44754324430211,S,Scotts Valley High,Scotts Valley Unified,Santa Cruz,773,167,549,550,538,119,71.26
45000000000000,C,,,Shasta,8901,619,536,539,513,395,63.81
45104540000000,D,,Shasta County Office of Educat,Shasta,180,0,NA,NA,NA,NA,NA
45698560000000,D,,Anderson Union High,Shasta,1976,128,493,511,472,64,50.00
45698564530028,S,West Valley High,Anderson Union High,Shasta,943,92,490,511,473,49,53.26
45698564530051,S,Oakview High (Alternative),Anderson Union High,Shasta,72,0,NA,NA,NA,NA,NA
45698564530333,S,Anderson New Technology High,Anderson Union High,Shasta,223,8,*,*,*,*,*
45698564530804,S,Anderson High,Anderson Union High,Shasta,669,28,486,519,463,12,42.86
45699890000000,D,,Fall River Joint Unified,Shasta,323,24,509,551,515,12,50.00
45699894531000,S,Burney Junior-Senior High,Fall River Joint Unified,Shasta,135,9,*,*,*,*,*
45699894533600,S,Fall River Junior-Senior High,Fall River Joint Unified,Shasta,148,15,509,566,516,7,46.67
45701100000000,D,,Redding Elementary,Shasta,79,2,*,*,*,*,*
45701104530341,S,Stellar Secondary Charter High,Redding Elementary,Shasta,79,2,*,*,*,*,*
45701360000000,D,,Shasta Union High,Shasta,5254,412,555,553,530,292,70.87
45701360106013,S,University Preparatory,Shasta Union High,Shasta,475,99,587,577,558,84,84.85
45701364530044,S,Foothill High,Shasta Union High,Shasta,1317,78,549,559,514,56,71.79
45701364530200,S,Pioneer Continuation High,Shasta Union High,Shasta,209,1,*,*,*,*,*
45701364530267,S,Shasta Secondary Home,Shasta Union High,Shasta,245,7,*,*,*,*,*
45701364530309,S,North State Independence High,Shasta Union High,Shasta,144,0,NA,NA,NA,NA,NA
45701364532750,S,Enterprise High,Shasta Union High,Shasta,1229,92,518,519,490,49,53.26
45701364537304,S,Shasta High,Shasta Union High,Shasta,1451,135,560,555,543,97,71.85
45752670000000,D,,Gateway Unified,Shasta,1089,53,499,492,480,26,49.06
45752670120170,S,Academy of Personalized Learning,Gateway Unified,Shasta,221,8,*,*,*,*,*
45752674530101,S,Gateway Educational Options,Gateway Unified,Shasta,57,0,NA,NA,NA,NA,NA
45752674531901,S,Central Valley High,Gateway Unified,Shasta,760,45,481,487,469,20,44.44
46000000000000,C,,,Sierra,124,15,527,495,515,9,60.00
46701770000000,D,,Sierra-Plumas Joint Unified,Sierra,124,15,527,495,515,9,60.00
46701774632303,S,Downieville Junior-Senior High,Sierra-Plumas Joint Unified,Sierra,15,1,*,*,*,*,*
46701774634259,S,Loyalton High,Sierra-Plumas Joint Unified,Sierra,100,14,518,492,512,8,57.14
47000000000000,C,,,Siskiyou,1839,209,512,511,484,99,47.37
47104700000000,D,,Siskiyou County Office of Educ,Siskiyou,141,2,*,*,*,*,*
47104700117168,S,Golden Eagle Charter,Siskiyou County Office of Educ,Siskiyou,104,2,*,*,*,*,*
47702500000000,D,,Dunsmuir Joint Union High,Siskiyou,72,5,*,*,*,*,*
47702504732707,S,Dunsmuir High,Dunsmuir Joint Union High,Siskiyou,71,5,*,*,*,*,*
47704660000000,D,,Siskiyou Union High,Siskiyou,614,81,516,500,487,37,45.68
47704664734356,S,Happy Camp High,Siskiyou Union High,Siskiyou,64,15,451,461,435,2,13.33
47704664734901,S,McCloud High,Siskiyou Union High,Siskiyou,11,0,NA,NA,NA,NA,NA
47704664735403,S,Mt. Shasta High,Siskiyou Union High,Siskiyou,332,49,544,516,504,26,53.06
47704664738753,S,Weed High,Siskiyou Union High,Siskiyou,179,17,491,491,484,9,52.94
47705160000000,D,,Yreka Union High,Siskiyou,721,81,509,521,475,39,48.15
47705164739207,S,Yreka High,Yreka Union High,Siskiyou,685,81,509,521,475,39,48.15
47736840000000,D,,Butte Valley Unified,Siskiyou,92,5,*,*,*,*,*
47736844731253,S,Butte Valley High,Butte Valley Unified,Siskiyou,87,5,*,*,*,*,*
47764550000000,D,,Scott Valley Unified,Siskiyou,199,35,513,525,502,18,51.43
47764554733309,S,Etna Union High,Scott Valley Unified,Siskiyou,180,35,513,525,502,18,51.43
48000000000000,C,,,Solano,19707,2617,493,505,486,1240,47.38
48104880000000,D,,Solano County Office of Educat,Solano,200,0,NA,NA,NA,NA,NA
48705240000000,D,,Benicia Unified,Solano,1728,296,540,558,527,205,69.26
48705244831004,S,Benicia High,Benicia Unified,Solano,1647,296,540,558,527,205,69.26
48705320000000,D,,Dixon Unified,Solano,1239,192,486,516,471,92,47.92
48705324832259,S,Dixon High,Dixon Unified,Solano,1149,192,486,516,471,92,47.92
48705400000000,D,,Fairfield-Suisun Unified,Solano,6376,788,486,494,483,337,42.77
48705400123356,S,Matt Garcia Learning Center,Fairfield-Suisun Unified,Solano,104,0,NA,NA,NA,NA,NA
48705400125310,S,Public Safety Academy,Fairfield-Suisun Unified,Solano,55,0,NA,NA,NA,NA,NA
48705400128942,S,Dover Bridge to Success,Fairfield-Suisun Unified,Solano,32,0,NA,NA,NA,NA,NA
48705404830170,S,Angelo Rodriguez High,Fairfield-Suisun Unified,Solano,1882,326,491,493,489,146,44.79
48705404830451,S,Armijo High,Fairfield-Suisun Unified,Solano,2389,346,493,507,487,160,46.24
48705404833000,S,Fairfield High,Fairfield-Suisun Unified,Solano,1383,116,454,459,454,31,26.72
48705650000000,D,,Travis Unified,Solano,1740,296,516,507,504,168,56.76
48705654838801,S,Vanden High,Travis Unified,Solano,1645,296,516,507,504,168,56.76
48705730000000,D,,Vacaville Unified,Solano,4245,606,505,527,498,324,53.47
48705734830089,S,Will C. Wood High,Vacaville Unified,Solano,1606,194,491,531,481,92,47.42
48705734830113,S,Elise P. Buckingham Charter Magnet High,Vacaville Unified,Solano,471,69,538,525,527,45,65.22
48705734837803,S,Vacaville High,Vacaville Unified,Solano,1994,343,505,524,502,187,54.52
48705810000000,D,,Vallejo City Unified,Solano,4179,439,444,453,440,114,25.97
48705814830147,S,Jesse M. Bethel High,Vallejo City Unified,Solano,1819,242,453,472,450,74,30.58
48705814830196,S,MIT Academy,Vallejo City Unified,Solano,372,0,NA,NA,NA,NA,NA
48705814838058,S,John Finney High (Continuation),Vallejo City Unified,Solano,188,2,*,*,*,*,*
48705814838504,S,Vallejo High,Vallejo City Unified,Solano,1763,120,427,419,418,18,15.00
48705816116255,S,Mare Island Technology Academy,Vallejo City Unified,Solano,0,75,447,450,445,22,29.33
49000000000000,C,,,Sonoma,21473,2612,526,532,520,1566,59.95
49104960000000,D,,Sonoma County Office of Educat,Sonoma,421,0,NA,NA,NA,NA,NA
49706070000000,D,,West Sonoma County Union High,Sonoma,2082,273,559,558,546,198,72.53
49706074930400,S,Analy High,West Sonoma County Union High,Sonoma,1369,202,560,567,553,151,74.75
